AT1G31860-MONOMER	AT1G31860	O82768		
CPLX-2343		Q945B5	glucosinolate 2-oxoglutarate-dependent dioxygenase	
AT1G53310-MONOMER	AT1G53310		phosphoenolpyruvate carboxylase	
AT4G37520-MONOMER	AT4G37520	Q43731	peroxidase	
AT2G43590-MONOMER	AT2G43590	O24658	chitinase	
GQT-4392-MONOMER	GQT-4392		AT1G51650.1	
AT1G17990-MONOMER	AT1G17990	Q9C5W1	AT1G17990	
AT5G02540-MONOMER	AT5G02540	Q8RWJ2	oxidoreductase	
AT2G42010-MONOMER	AT2G42010	P93733	PLD beta	phospholipase D
GQT-4911-MONOMER	GQT-4911		AT5G14470.1	
GQT-4603-MONOMER	GQT-4603		AT1G13640.1	
GQT-4300-MONOMER	GQT-4300		AT2G20830.2	
AT1G79530-MONOMER	AT1G79530		glyceraldehyde-3-phosphate dehydrogenase	
GQT-4906-MONOMER	GQT-4906		AT3G13030.1	
AT5G48880-MONOMER	AT5G48880	Q570C8	3-ketoacyl-CoA thiolase	acetyl-CoA C-acyltransferase
AT1G67550-MONOMER	AT1G67550	Q9SR52	urease	
AT2G02000-MONOMER	AT2G02000	Q9ZPS4	AT2G02000	
AT2G30660-MONOMER	AT2G30660	Q6NMB0	AT2G30660	
AT1G74090-MONOMER	AT1G74090		desulfoglucosinolate sulfotransferase	
GQT-5366-MONOMER	GQT-5366		AT3G28415.2	
GQT-5284-MONOMER	GQT-5284		AT4G22495.1	
AT3G59010-MONOMER	AT3G59010	Q9LYT5	pectinesterase	
AT2G40190-MONOMER	AT2G40190	Q0WT32	transferase, transferring glycosyl groups	
GQT-5472-MONOMER	GQT-5472		AT1G14610.1	
AT1G22380-MONOMER	AT1G22380		transferase, transferring glycosyl groups//glucuronosyltransferase	
GQT-5310-MONOMER	GQT-5310		AT2G03140.12	
AT1G11820-MONOMER	AT1G11820	O65399	hydrolase, hydrolyzing O-glycosyl compounds	
AT4G34050-MONOMER	AT4G34050	O49499	caffeoyl-CoA O-methyltransferase	
AT3G11430-MONOMER	AT3G11430	Q9CAY3		
AT1G09780-MONOMER	AT1G09780	O04499	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	
AT3G17720-MONOMER	AT3G17720	Q9LSH6	carboxy-lyase	
AT1G16460-MONOMER	AT1G16460	Q24JL3	3-mercaptopyruvate sulfurtransferase	
GQT-4994-MONOMER	GQT-4994		AT1G45231.2	
AT1G15020-MONOMER	AT1G15020	Q8W4J3	AT1G15020	
GQT-5133-MONOMER	GQT-5133		AT5G44360.2	
MONOMER-11913				
AT5G61700-MONOMER	AT5G61700	Q9FLT8	ATPase, coupled to transmembrane movement of substances	
ATCG00480-MONOMER	ATCG00480	P19366	ATP synthase subunit beta	AtpB
AT3G14420-MONOMER	AT3G14420	Q9LRR9	glycolate oxidase	
MONOMER-14750	G-11253	Q9SZW5		cadmium transporter, At4g30120, Cadmium/zinc-transporting ATPase 4
GQT-3057-MONOMER	GQT-3057		AT3G58160.1	
AT3G48690-MONOMER	AT3G48690	Q9SMN0	carboxylesterase	
AT5G44990-MONOMER	AT5G44990	Q9FL98	AT5G44990	
GQT-4478-MONOMER	GQT-4478		AT2G28800.1	
GQT-5135-MONOMER	GQT-5135		AT4G39950.2	
AT5G62980-MONOMER	AT5G62980	Q9FM54	AT5G62980	
AT5G46290-MONOMER	AT5G46290	P52410	fatty-acid synthase	
AT4G14080-MONOMER	AT4G14080	Q06915	hydrolase, hydrolyzing O-glycosyl compounds	
CPLXQT-34				
ATCG00080-MONOMER	ATCG00080		PsbI	
AT5G48950-MONOMER	AT5G48950	Q9FI76	DHNA-CoA thioesterase	1,4-dihydroxy-2-naphthoyl-CoA thioesterase, 1,4-dihydroxy-2-naphthoyl-coenzyme A thioesterase
AT1G78590-MONOMER	AT1G78590		NADK3 subunit	NADH kinase, NAD+ kinase
AT1G49660-MONOMER	AT1G49660	Q9FX94	carboxylesterase	
AT5G16970-MONOMER	AT5G16970	Q39172	2-alkenal reductase	
GQT-4285-MONOMER	GQT-4285		AT3G02910.1	
AT3G30841-MONOMER	AT3G30841	Q9LHK9	AT3G30841	
AT1G78380-MONOMER	AT1G78380	Q9ZRW8	glutathione transferase	
AT1G10550-MONOMER	AT1G10550	Q8LC45	hydrolase, acting on glycosyl bonds	
AT1G55740-MONOMER	AT1G55740	Q84VX0	hydrolase, hydrolyzing O-glycosyl compounds	
AT1G60270-MONOMER	AT1G60270	Q682B4	AT1G60270	
AT1G60710-MONOMER	AT1G60710	Q93ZN2	oxidoreductase	
GQT-5253-MONOMER	GQT-5253		AT5G14220.4	
GQT-2760-MONOMER	GQT-2760	Q9C9W0	AT1G67940.1	
AT5G51460-MONOMER	AT5G51460		trehalose-phosphatase	
GQT-5373-MONOMER	GQT-5373		AT1G52245.1	
AT5G58784-MONOMER	AT5G58784	Q570Q8	dehydrodolichyl diphosphate synthase	
ATCG01100-MONOMER	ATCG01100	Q37165	oxidoreductase, acting on NADH or NADPH	
AT2G05990-MONOMER	AT2G05990	Q9SLA8		
AT1G74020-MONOMER	AT1G74020	P94111	AT1G74020	
AT2G44570-MONOMER	AT2G44570	O80497	hydrolase, hydrolyzing O-glycosyl compounds	
AT2G26300-MONOMER	AT2G26300	P18064	GTPase	
AT2G43080-MONOMER	AT2G43080	Q9ZW86	oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors//procollagen-proline 4-dioxygenase	
AT4G20870-MONOMER	AT4G20870	Q9SUC5		
AT4G26220-MONOMER	AT4G26220	Q9C5D7	O-methyltransferase	CCoAOMT7
AT5G37970-MONOMER	AT5G37970	Q9FKD0	S-adenosylmethionine-dependent methyltransferase	
GQT-4985-MONOMER	GQT-4985		AT1G48020.1	
AT4G24160-MONOMER	AT4G24160	O22975	hydrolase	
AT2G36880-MONOMER	AT2G36880	Q9SJL8	methionine adenosyltransferase	
AT5G48545-MONOMER	AT5G48545	Q8GWE2		
AT4G04320-MONOMER	AT4G04320	Q7Y1Z8	malonyl-CoA decarboxylase	
AT4G18440-MONOMER	AT4G18440	Q8RY94	adenylosuccinate lyase	
CPLX-1345				CBL
AT2G38680-MONOMER	AT2G38680		AT2G38680	
GQT-4654-MONOMER	GQT-4654		AT2G13610.1	
GQT-4533-MONOMER	GQT-4533		AT5G20110.1	
AT1G13440-MONOMER	AT1G13440		glyceraldehyde-3-phosphate dehydrogenase	
AT1G56630-MONOMER	AT1G56630	Q9FXB4	triacylglycerol lipase	
AT4G02290-MONOMER	AT4G02290	O81416	hydrolase, hydrolyzing O-glycosyl compounds	
AT5G57540-MONOMER	AT5G57540	Q9FKL8	hydrolase, acting on glycosyl bonds	
GQT-4831-MONOMER	GQT-4831		AT4G19210.1	
AT4G31140-MONOMER	AT4G31140	Q9M088	hydrolase, hydrolyzing O-glycosyl compounds	
GQT-4022-MONOMER	GQT-4022		AT1G22800.1	
